Alpha,Beta,Rho,Heuristic weight,Random seed,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,1.00,2,5000,212,2743.10,4972,0,0.00,0,15.48,18.98,21.67,0.00
1.00,2.00,0.80,1.00,1,5000,129,2703.12,4994,0,0.00,0,15.22,19.03,22.53,0.00
1.00,2.00,0.80,1.00,3,5000,207,2641.42,4849,0,0.00,0,16.17,19.33,22.61,0.00
