Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.90,5000,512,2973.70,4785,0,0.00,0,1.48,4.22,7.10,0.00
1.00,2.00,0.80,0.60,5000,201,3094.70,4963,0,0.00,0,1.07,4.77,10.83,0.00
1.00,2.00,0.80,1.00,5000,309,2873.90,4686,0,0.00,0,2.40,5.04,9.65,0.00
1.00,2.00,0.80,0.10,5000,522,1672.50,3853,0,0.00,0,3.68,5.52,8.17,0.00
1.00,2.00,0.80,0.20,5000,762,3172.40,4909,0,0.00,0,1.12,5.56,12.92,0.00
1.00,2.00,0.80,0.80,5000,65,2289.90,4166,0,0.00,0,1.12,5.65,10.47,0.00
1.00,2.00,0.80,0.70,5000,1231,3643.50,4654,0,0.00,0,2.50,5.67,10.16,0.00
1.00,2.00,0.80,0.30,5000,375,1945.70,3853,0,0.00,0,3.58,6.49,11.70,0.00
1.00,2.00,0.80,0.50,5000,48,2893.00,4567,0,0.00,0,2.40,6.73,13.33,0.00
1.00,2.00,0.80,0.40,5000,303,1827.50,4215,0,0.00,0,3.63,7.05,10.93,0.00
1.00,2.00,0.80,0.00,5000,327,1895.30,4490,0,0.00,0,5.21,7.76,11.54,0.00
