Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.40,5000,349,2413.10,4842,0,0.00,0,3.47,5.40,9.14,0.00
1.00,2.00,0.80,0.30,5000,161,2128.60,4567,0,0.00,0,1.63,5.50,12.97,0.00
1.00,2.00,0.80,0.50,5000,156,1962.60,4992,0,0.00,0,2.30,5.79,8.99,0.00
1.00,2.00,0.80,0.10,5000,464,2149.90,4123,0,0.00,0,1.58,5.79,8.94,0.00
1.00,2.00,0.80,0.90,5000,277,1809.00,4533,0,0.00,0,2.50,5.80,8.63,0.00
1.00,2.00,0.80,0.60,5000,1711,3024.60,4769,0,0.00,0,1.74,5.82,8.89,0.00
1.00,2.00,0.80,0.80,5000,1892,3246.90,4333,0,0.00,0,2.15,5.99,8.84,0.00
1.00,2.00,0.80,0.70,5000,110,1915.90,4161,0,0.00,0,2.55,6.09,8.78,0.00
1.00,2.00,0.80,0.20,5000,252,2707.50,4698,0,0.00,0,2.40,6.14,11.54,0.00
1.00,2.00,0.80,1.00,5000,84,1965.10,4655,0,0.00,0,2.81,6.79,9.96,0.00
1.00,2.00,0.80,0.00,5000,327,1895.30,4490,0,0.00,0,5.21,7.76,11.54,0.00
