Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.40,2160,198,1189.90,2061,0,0.00,0,0.00,1.03,3.85,13.33
1.00,2.00,0.80,0.20,2160,357,1370.10,2132,0,0.00,0,0.00,1.39,4.38,20.00
1.00,2.00,0.80,0.10,2160,177,1184.37,1996,0,0.00,0,0.00,1.43,4.38,30.00
1.00,2.00,0.80,0.60,2160,316,1544.63,2146,0,0.00,0,0.00,1.48,4.38,16.67
1.00,2.00,0.80,0.30,2160,171,1188.17,2089,0,0.00,0,0.00,1.52,4.38,33.33
1.00,2.00,0.80,0.50,2160,184,1224.23,2114,0,0.00,0,0.00,1.52,4.31,30.00
1.00,2.00,0.80,0.80,2160,97,1370.63,2141,0,0.00,0,0.00,1.62,4.38,10.00
1.00,2.00,0.80,0.90,2160,99,1338.83,2157,0,0.00,0,0.00,1.78,4.31,16.67
1.00,2.00,0.80,0.70,2160,35,944.10,2124,0,0.00,0,0.00,1.88,4.31,16.67
1.00,2.00,0.80,1.00,2160,126,1272.10,2083,0,0.00,0,0.00,2.04,4.31,3.33
