Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.30,5000,531,2311.50,4645,0,0.00,0,2.43,4.71,9.15,0.00
1.00,2.00,0.80,0.10,5000,258,3092.90,4362,0,0.00,0,2.60,4.79,7.50,0.00
1.00,2.00,0.80,0.70,5000,687,2919.00,4743,0,0.00,0,3.34,5.11,8.15,0.00
1.00,2.00,0.80,0.00,5000,811,2922.30,4272,0,0.00,0,1.65,5.15,7.72,0.00
1.00,2.00,0.80,0.80,5000,363,2385.90,4855,0,0.00,0,0.95,5.17,9.19,0.00
1.00,2.00,0.80,0.60,5000,1517,3346.40,4874,0,0.00,0,2.69,5.41,7.59,0.00
1.00,2.00,0.80,0.90,5000,258,2380.40,4351,0,0.00,0,2.47,5.54,9.97,0.00
1.00,2.00,0.80,0.40,5000,236,2025.40,3882,0,0.00,0,3.16,6.29,8.37,0.00
1.00,2.00,0.80,0.20,5000,800,3021.20,4904,0,0.00,0,3.90,6.36,9.49,0.00
1.00,2.00,0.80,1.00,5000,809,2829.60,4875,0,0.00,0,2.90,6.43,8.58,0.00
1.00,2.00,0.80,0.50,5000,550,2493.20,4697,0,0.00,0,2.04,6.54,10.01,0.00
