Alpha,Beta,Rho,Heuristic weight,MSA patch bias,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.90,0.00,5000,176,2228.87,4830,0,0.00,0,0.43,3.43,7.76,0.00
1.00,2.00,0.80,0.80,0.00,5000,379,1829.17,4728,0,0.00,0,1.21,3.54,6.98,0.00
1.00,2.00,0.80,1.00,0.00,5000,481,2488.17,4915,0,0.00,0,0.17,3.67,10.75,0.00
1.00,2.00,0.80,0.60,0.00,5000,130,2337.83,4898,0,0.00,0,0.00,3.67,7.33,3.33
1.00,2.00,0.80,0.70,0.00,5000,237,2252.77,4985,0,0.00,0,0.00,3.96,7.33,3.33
1.00,2.00,0.80,0.40,0.50,5000,182,2754.30,4567,0,0.00,0,1.00,4.19,6.94,0.00
1.00,2.00,0.80,0.40,0.75,5000,182,2754.30,4567,0,0.00,0,1.00,4.19,6.94,0.00
1.00,2.00,0.80,0.50,0.00,5000,90,2366.40,4841,0,0.00,0,1.65,4.22,8.93,0.00
1.00,2.00,0.80,0.80,0.25,5000,21,3103.63,4957,0,0.00,0,1.47,4.51,9.84,0.00
1.00,2.00,0.80,0.70,1.00,5000,364,2279.23,4416,0,0.00,0,0.26,4.52,6.81,0.00
1.00,2.00,0.80,0.40,0.25,5000,245,2547.40,4933,0,0.00,0,0.95,4.58,7.59,0.00
1.00,2.00,0.80,0.30,0.50,5000,320,2635.03,4987,0,0.00,0,1.69,4.59,7.41,0.00
1.00,2.00,0.80,0.30,0.75,5000,320,2635.03,4987,0,0.00,0,1.69,4.59,7.41,0.00
1.00,2.00,0.80,0.30,1.00,5000,154,2698.50,4962,0,0.00,0,2.51,4.60,8.93,0.00
1.00,2.00,0.80,0.10,0.25,5000,118,2312.63,4829,0,0.00,0,2.12,4.61,7.15,0.00
1.00,2.00,0.80,0.50,0.50,5000,431,3084.33,4987,0,0.00,0,1.78,4.63,6.33,0.00
1.00,2.00,0.80,0.50,0.75,5000,431,3084.33,4987,0,0.00,0,1.78,4.63,6.33,0.00
1.00,2.00,0.80,0.10,0.00,5000,304,2693.50,4918,0,0.00,0,1.08,4.69,9.80,0.00
1.00,2.00,0.80,0.10,1.00,5000,156,2711.73,4928,0,0.00,0,1.56,4.72,8.45,0.00
1.00,2.00,0.80,0.40,0.00,5000,50,2610.80,4870,0,0.00,0,0.95,4.76,8.67,0.00
1.00,2.00,0.80,0.90,0.25,5000,199,2444.43,4861,0,0.00,0,1.21,4.77,7.63,0.00
1.00,2.00,0.80,0.20,1.00,5000,151,2172.97,4994,0,0.00,0,1.39,4.80,13.05,0.00
1.00,2.00,0.80,0.00,0.00,5000,274,2890.23,4864,0,0.00,0,1.39,4.85,9.97,0.00
1.00,2.00,0.80,0.70,0.25,5000,189,2857.30,4972,0,0.00,0,1.08,4.88,8.11,0.00
1.00,2.00,0.80,0.30,0.00,5000,161,2360.97,4907,0,0.00,0,1.95,4.89,10.36,0.00
1.00,2.00,0.80,0.50,0.25,5000,230,2505.37,4756,0,0.00,0,2.34,4.94,8.24,0.00
1.00,2.00,0.80,0.20,0.00,5000,55,2113.70,4472,0,0.00,0,0.78,5.00,10.23,0.00
1.00,2.00,0.80,0.20,0.50,5000,172,2082.03,4454,0,0.00,0,2.04,5.13,8.37,0.00
1.00,2.00,0.80,0.20,0.75,5000,172,2082.03,4454,0,0.00,0,2.04,5.13,8.37,0.00
1.00,2.00,0.80,0.60,1.00,5000,44,2454.00,4748,0,0.00,0,1.21,5.20,9.10,0.00
1.00,2.00,0.80,0.40,1.00,5000,160,2726.33,4932,0,0.00,0,2.47,5.22,7.67,0.00
1.00,2.00,0.80,1.00,0.25,5000,131,2386.20,4870,0,0.00,0,1.95,5.22,8.84,0.00
1.00,2.00,0.80,0.80,0.50,5000,487,2836.03,4710,0,0.00,0,2.04,5.24,8.19,0.00
1.00,2.00,0.80,0.80,0.75,5000,487,2836.03,4710,0,0.00,0,2.04,5.24,8.19,0.00
1.00,2.00,0.80,0.60,0.25,5000,243,2661.53,4765,0,0.00,0,2.21,5.33,8.89,0.00
1.00,2.00,0.80,0.90,0.50,5000,427,2703.53,4863,0,0.00,0,3.47,5.34,10.27,0.00
1.00,2.00,0.80,0.90,0.75,5000,427,2703.53,4863,0,0.00,0,3.47,5.34,10.27,0.00
1.00,2.00,0.80,0.50,1.00,5000,85,2488.43,4850,0,0.00,0,1.26,5.35,8.11,0.00
