Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.00,5000,274,2890.23,4864,0,0.00,0,1.39,4.85,9.97,0.00
1.00,2.00,0.80,0.10,5000,302,2293.10,4492,0,0.00,0,1.73,4.85,8.93,0.00
1.00,2.00,0.80,0.50,5000,87,2584.57,4620,0,0.00,0,1.52,4.87,8.93,0.00
1.00,2.00,0.80,0.20,5000,276,2977.40,4936,0,0.00,0,0.95,5.03,9.62,0.00
1.00,2.00,0.80,0.40,5000,402,2737.40,4995,0,0.00,0,0.35,5.29,11.36,0.00
1.00,2.00,0.80,0.30,5000,290,2340.83,4867,0,0.00,0,1.30,5.34,10.53,0.00
1.00,2.00,0.80,0.70,5000,363,2764.53,4997,0,0.00,0,1.47,5.66,10.66,0.00
1.00,2.00,0.80,0.60,5000,251,2136.57,4996,0,0.00,0,0.91,5.73,11.01,0.00
1.00,2.00,0.80,1.00,5000,90,2161.47,4668,0,0.00,0,1.56,6.25,11.10,0.00
1.00,2.00,0.80,0.90,5000,352,2874.23,4979,0,0.00,0,0.95,6.41,12.01,0.00
1.00,2.00,0.80,0.80,5000,488,2889.30,4860,0,0.00,0,1.73,6.58,15.78,0.00
