Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.90,5000,12,212.30,680,0,0.00,0,0.61,0.68,0.80,0.00
1.00,2.00,0.80,1.00,5000,10,167.27,920,0,0.00,0,0.59,0.68,0.86,0.00
1.00,2.00,0.80,0.80,5000,9,119.60,281,0,0.00,0,0.59,0.68,0.84,0.00
1.00,2.00,0.80,0.30,5000,22,157.50,854,0,0.00,0,0.52,0.68,1.03,0.00
1.00,2.00,0.80,0.70,5000,12,184.43,570,0,0.00,0,0.61,0.69,0.87,0.00
1.00,2.00,0.80,0.60,5000,12,503.40,4733,0,0.00,0,0.62,0.71,0.89,0.00
1.00,2.00,0.80,0.40,5000,18,179.17,940,0,0.00,0,0.57,0.72,1.03,0.00
1.00,2.00,0.80,0.50,5000,6,351.07,3234,0,0.00,0,0.57,0.74,1.07,0.00
1.00,2.00,0.80,0.10,5000,12,406.43,3155,0,0.00,0,0.52,0.84,1.14,0.00
1.00,2.00,0.80,0.20,5000,15,410.73,3370,0,0.00,0,0.82,0.94,1.02,0.00
1.00,2.00,0.80,0.00,5000,39,158.93,339,0,0.00,0,1.07,1.30,1.48,0.00
