Alpha,Beta,Rho,Heuristic weight,MSA patch bias,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.90,0.00,5000,0,368.23,3149,0,0.00,0,0.41,0.47,0.55,0.00
1.00,2.00,0.80,1.00,0.00,5000,0,440.90,4292,0,0.00,0,0.41,0.48,0.55,0.00
1.00,2.00,0.80,0.90,0.50,5000,11,189.40,1381,0,0.00,0,0.41,0.48,0.55,0.00
1.00,2.00,0.80,0.60,0.00,5000,0,272.97,4278,0,0.00,0,0.39,0.49,0.55,0.00
1.00,2.00,0.80,0.70,0.00,5000,2,144.43,303,0,0.00,0,0.43,0.49,0.55,0.00
1.00,2.00,0.80,0.80,0.00,5000,0,337.03,3153,0,0.00,0,0.41,0.49,0.55,0.00
1.00,2.00,0.80,0.60,0.50,5000,22,233.60,2564,0,0.00,0,0.43,0.49,0.55,0.00
1.00,2.00,0.80,0.50,0.00,5000,13,371.40,3260,0,0.00,0,0.43,0.49,0.59,0.00
1.00,2.00,0.80,0.70,0.50,5000,10,365.63,4821,0,0.00,0,0.41,0.49,0.59,0.00
1.00,2.00,0.80,1.00,0.50,5000,10,121.43,558,0,0.00,0,0.41,0.49,0.59,0.00
1.00,2.00,0.80,0.80,0.50,5000,5,117.80,372,0,0.00,0,0.43,0.50,0.55,0.00
1.00,2.00,0.80,0.50,0.50,5000,12,137.07,404,0,0.00,0,0.43,0.51,0.59,0.00
1.00,2.00,0.80,0.40,0.50,5000,11,290.77,1890,0,0.00,0,0.43,0.55,0.69,0.00
1.00,2.00,0.80,0.40,0.00,5000,12,433.57,4675,0,0.00,0,0.46,0.56,0.61,0.00
1.00,2.00,0.80,0.30,0.50,5000,11,557.80,4882,0,0.00,0,0.46,0.56,0.64,0.00
1.00,2.00,0.80,0.60,0.25,5000,8,246.73,1615,0,0.00,0,0.45,0.58,0.62,0.00
1.00,2.00,0.80,1.00,0.25,5000,22,155.57,269,0,0.00,0,0.50,0.58,0.62,0.00
1.00,2.00,0.80,0.70,0.25,5000,8,251.60,3269,0,0.00,0,0.46,0.59,0.64,0.00
1.00,2.00,0.80,0.50,0.25,5000,16,143.67,1324,0,0.00,0,0.52,0.60,0.62,0.00
1.00,2.00,0.80,0.80,0.25,5000,7,100.10,313,0,0.00,0,0.55,0.60,0.62,0.00
1.00,2.00,0.80,0.90,0.25,5000,12,121.97,681,0,0.00,0,0.55,0.60,0.62,0.00
1.00,2.00,0.80,0.40,0.25,5000,11,164.50,2029,0,0.00,0,0.46,0.61,0.68,0.00
1.00,2.00,0.80,0.30,0.25,5000,10,252.23,2396,0,0.00,0,0.48,0.62,0.86,0.00
1.00,2.00,0.80,0.90,0.75,5000,18,150.60,585,0,0.00,0,0.55,0.68,0.78,0.00
1.00,2.00,0.80,0.90,1.00,5000,18,150.60,585,0,0.00,0,0.55,0.68,0.78,0.00
1.00,2.00,0.80,0.80,0.75,5000,18,492.07,4870,0,0.00,0,0.55,0.69,0.78,0.00
1.00,2.00,0.80,0.80,1.00,5000,18,492.07,4870,0,0.00,0,0.55,0.69,0.78,0.00
1.00,2.00,0.80,0.20,0.50,5000,13,713.23,4612,0,0.00,0,0.48,0.69,0.94,0.00
1.00,2.00,0.80,0.50,0.75,5000,39,180.73,755,0,0.00,0,0.59,0.70,0.78,0.00
1.00,2.00,0.80,0.50,1.00,5000,39,180.73,755,0,0.00,0,0.59,0.70,0.78,0.00
1.00,2.00,0.80,0.30,0.00,5000,16,508.93,4952,0,0.00,0,0.50,0.70,0.94,0.00
1.00,2.00,0.80,0.70,0.75,5000,6,164.97,786,0,0.00,0,0.59,0.70,0.78,0.00
1.00,2.00,0.80,0.70,1.00,5000,6,164.97,786,0,0.00,0,0.59,0.70,0.78,0.00
1.00,2.00,0.80,1.00,0.75,5000,22,237.53,1870,0,0.00,0,0.59,0.71,0.80,0.00
1.00,2.00,0.80,1.00,1.00,5000,22,237.53,1870,0,0.00,0,0.59,0.71,0.80,0.00
1.00,2.00,0.80,0.60,0.75,5000,25,288.47,3014,0,0.00,0,0.53,0.71,0.82,0.00
1.00,2.00,0.80,0.60,1.00,5000,25,288.47,3014,0,0.00,0,0.53,0.71,0.82,0.00
1.00,2.00,0.80,0.40,0.75,5000,23,176.83,1591,0,0.00,0,0.62,0.72,0.82,0.00
1.00,2.00,0.80,0.40,1.00,5000,23,176.83,1591,0,0.00,0,0.62,0.72,0.82,0.00
1.00,2.00,0.80,0.30,0.75,5000,50,277.67,1345,0,0.00,0,0.57,0.73,0.86,0.00
1.00,2.00,0.80,0.30,1.00,5000,50,277.67,1345,0,0.00,0,0.57,0.73,0.86,0.00
1.00,2.00,0.80,0.10,0.50,5000,20,499.80,3352,0,0.00,0,0.50,0.74,1.00,0.00
1.00,2.00,0.80,0.10,0.00,5000,30,216.87,1498,0,0.00,0,0.53,0.74,1.12,0.00
1.00,2.00,0.80,0.20,0.25,5000,8,183.37,736,0,0.00,0,0.55,0.74,1.02,0.00
1.00,2.00,0.80,0.20,0.00,5000,12,247.23,2007,0,0.00,0,0.50,0.74,0.94,0.00
1.00,2.00,0.80,0.10,0.25,5000,51,423.10,4162,0,0.00,0,0.45,0.75,1.00,0.00
1.00,2.00,0.80,0.10,0.75,5000,58,291.37,1422,0,0.00,0,0.62,0.80,0.98,0.00
1.00,2.00,0.80,0.10,1.00,5000,58,291.37,1422,0,0.00,0,0.62,0.80,0.98,0.00
1.00,2.00,0.80,0.20,0.75,5000,36,304.23,2818,0,0.00,0,0.57,0.84,1.09,0.00
1.00,2.00,0.80,0.20,1.00,5000,36,304.23,2818,0,0.00,0,0.57,0.84,1.09,0.00
1.00,2.00,0.80,0.00,0.00,5000,39,158.93,339,0,0.00,0,1.07,1.30,1.48,0.00
