Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.30,100,21,60.80,99,0,0.00,0,0.00,2.37,7.01,13.33
1.00,2.00,0.80,0.40,100,23,64.93,98,0,0.00,0,0.00,2.46,7.01,6.67
1.00,2.00,0.80,0.90,100,20,59.07,96,0,0.00,0,0.00,2.47,7.32,10.00
1.00,2.00,0.80,0.10,100,23,58.00,97,0,0.00,0,0.00,2.52,6.14,3.33
1.00,2.00,0.80,0.80,100,22,56.20,96,0,0.00,0,0.00,2.62,8.06,13.33
1.00,2.00,0.80,0.00,100,28,62.17,97,0,0.00,0,0.68,2.82,7.75,0.00
1.00,2.00,0.80,0.20,100,25,67.83,97,0,0.00,0,0.00,2.92,6.82,6.67
1.00,2.00,0.80,0.70,100,22,63.23,97,0,0.00,0,0.00,2.96,7.63,13.33
1.00,2.00,0.80,0.60,100,26,59.60,99,0,0.00,0,0.00,2.98,7.81,6.67
1.00,2.00,0.80,1.00,100,27,63.97,98,0,0.00,0,0.00,3.24,8.68,3.33
1.00,2.00,0.80,0.50,100,23,67.27,99,0,0.00,0,0.12,3.42,6.63,0.00
