Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.20,500,138,323.37,482,0,0.00,0,0.00,2.48,5.49,3.33
1.00,2.00,0.80,0.40,500,49,289.23,485,0,0.00,0,0.00,2.68,6.41,6.67
1.00,2.00,0.80,0.00,500,115,324.53,497,0,0.00,0,0.56,2.76,7.08,0.00
1.00,2.00,0.80,0.90,500,94,334.50,497,0,0.00,0,0.00,2.92,7.69,3.33
1.00,2.00,0.80,0.80,500,89,260.83,477,0,0.00,0,0.00,2.97,8.51,3.33
1.00,2.00,0.80,0.70,500,33,266.33,486,0,0.00,0,0.00,2.99,7.69,6.67
1.00,2.00,0.80,0.60,500,43,261.13,482,0,0.00,0,0.00,3.24,7.59,10.00
1.00,2.00,0.80,0.30,500,74,266.50,492,0,0.00,0,0.00,3.36,8.97,6.67
1.00,2.00,0.80,1.00,500,88,290.33,496,0,0.00,0,0.00,3.42,8.21,3.33
1.00,2.00,0.80,0.10,500,52,276.63,499,0,0.00,0,0.26,3.42,7.49,0.00
1.00,2.00,0.80,0.50,500,56,272.20,496,0,0.00,0,0.46,3.48,8.62,0.00
