Alpha,Beta,Rho,Heuristic weight,Random seed,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.70,3,1980,208,1182.26,1971,0,0.00,0,0.00,2.74,11.07,22.00
1.00,2.00,0.80,0.70,2,1980,159,1062.30,1970,0,0.00,0,0.00,3.32,9.74,22.00
1.00,2.00,0.80,0.70,1,1980,182,1185.28,1970,0,0.00,0,0.00,3.43,10.64,20.00
