Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.80,5000,2370,4014.90,4959,0,0.00,0,0.03,1.19,4.28,0.00
1.00,2.00,0.80,0.50,5000,1854,3760.80,4931,0,0.00,0,0.00,1.48,4.00,10.00
1.00,2.00,0.80,0.90,5000,1223,2878.60,4788,0,0.00,0,0.45,1.61,4.26,0.00
1.00,2.00,0.80,0.30,5000,2017,3651.80,4937,0,0.00,0,0.00,1.78,7.75,10.00
1.00,2.00,0.80,1.00,5000,577,3260.60,4836,0,0.00,0,0.45,1.93,3.77,0.00
1.00,2.00,0.80,0.60,5000,1351,2832.70,4505,0,0.00,0,0.19,2.28,6.68,0.00
1.00,2.00,0.80,0.20,5000,1879,3634.80,4894,0,0.00,0,0.00,2.51,5.93,10.00
1.00,2.00,0.80,0.40,5000,1644,3452.80,4906,0,0.00,0,0.57,2.81,6.48,0.00
1.00,2.00,0.80,0.70,5000,1608,3219.80,4864,0,0.00,0,0.41,2.82,5.30,0.00
1.00,2.00,0.80,0.10,5000,1287,3326.60,4982,0,0.00,0,0.00,2.88,5.97,20.00
1.00,2.00,0.80,0.00,5000,471,3712.00,4991,0,0.00,0,0.00,3.78,9.31,10.00
