Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.00,5000,471,3198.53,4991,0,0.00,0,0.00,2.84,9.31,3.33
1.00,2.00,0.80,0.20,5000,315,3238.40,4973,0,0.00,0,0.03,3.04,7.20,0.00
1.00,2.00,0.80,0.80,5000,607,3580.83,4951,0,0.00,0,0.00,3.46,7.28,3.33
1.00,2.00,0.80,0.30,5000,506,3121.57,4993,0,0.00,0,0.00,3.53,8.37,3.33
1.00,2.00,0.80,0.40,5000,894,3144.50,4846,0,0.00,0,0.15,3.57,10.32,0.00
1.00,2.00,0.80,0.10,5000,693,3018.87,4983,0,0.00,0,0.11,3.76,9.09,0.00
1.00,2.00,0.80,0.70,5000,856,3049.57,4971,0,0.00,0,0.00,3.88,8.74,3.33
1.00,2.00,0.80,1.00,5000,539,3352.67,4980,0,0.00,0,0.00,3.95,7.64,3.33
1.00,2.00,0.80,0.50,5000,1713,3434.10,4904,0,0.00,0,0.64,4.05,8.98,0.00
1.00,2.00,0.80,0.90,5000,907,3505.03,4972,0,0.00,0,0.12,4.24,8.95,0.00
1.00,2.00,0.80,0.60,5000,329,2725.03,4986,0,0.00,0,0.24,4.36,10.22,0.00
