Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.40,5000,1370,3534.80,4964,0,0.00,0,0.00,2.37,3.77,10.00
1.00,2.00,0.80,0.30,5000,868,3241.60,4963,0,0.00,0,0.82,2.93,5.88,0.00
1.00,2.00,0.80,0.60,5000,774,3377.80,4945,0,0.00,0,0.00,3.05,5.94,10.00
1.00,2.00,0.80,0.70,5000,1611,3650.40,4662,0,0.00,0,0.19,3.06,5.02,0.00
1.00,2.00,0.80,0.80,5000,846,3007.70,4766,0,0.00,0,0.45,3.08,6.89,0.00
1.00,2.00,0.80,0.50,5000,438,1743.10,3547,0,0.00,0,0.00,3.20,6.88,10.00
1.00,2.00,0.80,0.20,5000,2191,3506.10,4975,0,0.00,0,0.82,3.74,6.77,0.00
1.00,2.00,0.80,0.00,5000,471,3712.00,4991,0,0.00,0,0.00,3.78,9.31,10.00
1.00,2.00,0.80,1.00,5000,1912,3676.10,4947,0,0.00,0,0.82,4.04,6.78,0.00
1.00,2.00,0.80,0.90,5000,872,1704.60,2941,0,0.00,0,0.84,4.14,7.51,0.00
1.00,2.00,0.80,0.10,5000,242,2428.40,3640,0,0.00,0,0.19,4.40,8.80,0.00
