Alpha,Beta,Rho,Heuristic weight,MSA patch bias,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,1.00,0.00,5000,806,3280.80,4912,0,0.00,0,0.21,0.90,1.54,0.00
1.00,2.00,0.80,0.80,0.00,5000,1182,3396.90,4984,0,0.00,0,0.00,0.99,2.97,3.33
1.00,2.00,0.80,0.90,0.00,5000,1014,3176.23,4909,0,0.00,0,0.03,1.00,1.67,0.00
1.00,2.00,0.80,0.60,0.00,5000,1122,3606.17,4991,0,0.00,0,0.12,1.14,3.72,0.00
1.00,2.00,0.80,0.50,0.00,5000,618,2940.07,4954,0,0.00,0,0.00,1.28,4.33,3.33
1.00,2.00,0.80,0.70,0.00,5000,832,3228.80,4958,0,0.00,0,0.03,1.32,5.88,0.00
1.00,2.00,0.80,0.60,1.00,5000,1139,3435.30,4918,0,0.00,0,0.00,1.44,4.66,6.67
1.00,2.00,0.80,0.40,0.00,5000,139,3695.10,4963,0,0.00,0,0.12,1.45,5.56,0.00
1.00,2.00,0.80,0.90,0.25,5000,35,2554.10,4935,0,0.00,0,0.32,1.59,3.11,0.00
1.00,2.00,0.80,0.90,1.00,5000,1431,3711.63,4990,0,0.00,0,0.45,1.60,6.94,0.00
1.00,2.00,0.80,0.60,0.25,5000,492,2844.00,4937,0,0.00,0,0.12,1.63,3.92,0.00
1.00,2.00,0.80,0.70,0.25,5000,166,2607.17,4957,0,0.00,0,0.41,1.65,3.77,0.00
1.00,2.00,0.80,0.70,1.00,5000,1348,3632.97,4826,0,0.00,0,0.00,1.66,8.37,3.33
1.00,2.00,0.80,1.00,0.25,5000,143,2337.50,4852,0,0.00,0,0.62,1.71,3.16,0.00
1.00,2.00,0.80,0.40,0.25,5000,280,2780.90,4721,0,0.00,0,0.00,1.83,4.43,3.33
1.00,2.00,0.80,0.80,0.25,5000,305,2208.70,4793,0,0.00,0,0.00,1.86,5.36,3.33
1.00,2.00,0.80,1.00,1.00,5000,730,3449.60,4928,0,0.00,0,0.31,1.91,6.28,0.00
1.00,2.00,0.80,0.30,0.00,5000,974,2916.47,4603,0,0.00,0,0.00,1.92,5.51,10.00
1.00,2.00,0.80,0.50,0.25,5000,105,2374.53,4908,0,0.00,0,0.00,1.95,7.01,3.33
1.00,2.00,0.80,0.30,1.00,5000,93,3437.87,4983,0,0.00,0,0.00,2.04,8.91,13.33
1.00,2.00,0.80,0.40,1.00,5000,1059,3306.50,4917,0,0.00,0,0.00,2.11,6.68,6.67
1.00,2.00,0.80,0.80,1.00,5000,1188,3707.43,4987,0,0.00,0,0.11,2.26,5.88,0.00
1.00,2.00,0.80,0.20,1.00,5000,527,3504.57,4980,0,0.00,0,0.00,2.36,5.35,20.00
1.00,2.00,0.80,0.30,0.25,5000,354,2692.73,4825,0,0.00,0,0.00,2.54,6.01,3.33
1.00,2.00,0.80,0.20,0.00,5000,384,3454.23,4990,0,0.00,0,0.00,2.63,7.27,6.67
1.00,2.00,0.80,0.70,0.50,5000,706,3155.63,4904,0,0.00,0,0.00,2.68,7.41,3.33
1.00,2.00,0.80,0.70,0.75,5000,706,3155.63,4904,0,0.00,0,0.00,2.68,7.41,3.33
1.00,2.00,0.80,1.00,0.50,5000,272,2869.83,4938,0,0.00,0,0.57,2.82,7.32,0.00
1.00,2.00,0.80,1.00,0.75,5000,272,2869.83,4938,0,0.00,0,0.57,2.82,7.32,0.00
1.00,2.00,0.80,0.00,0.00,5000,471,3198.53,4991,0,0.00,0,0.00,2.84,9.31,3.33
1.00,2.00,0.80,0.30,0.50,5000,136,2894.40,4704,0,0.00,0,0.11,2.92,8.20,0.00
1.00,2.00,0.80,0.30,0.75,5000,136,2894.40,4704,0,0.00,0,0.11,2.92,8.20,0.00
1.00,2.00,0.80,0.50,0.50,5000,193,3031.63,4895,0,0.00,0,0.00,3.01,8.41,3.33
1.00,2.00,0.80,0.50,0.75,5000,193,3031.63,4895,0,0.00,0,0.00,3.01,8.41,3.33
1.00,2.00,0.80,0.10,0.50,5000,189,2581.07,4944,0,0.00,0,0.41,3.03,7.85,0.00
1.00,2.00,0.80,0.10,0.75,5000,189,2581.07,4944,0,0.00,0,0.41,3.03,7.85,0.00
1.00,2.00,0.80,0.20,0.25,5000,386,3095.70,4999,0,0.00,0,0.55,3.10,5.49,0.00
1.00,2.00,0.80,0.10,0.00,5000,300,2760.73,4770,0,0.00,0,0.00,3.14,9.45,6.67
1.00,2.00,0.80,0.50,1.00,5000,662,3291.43,4933,0,0.00,0,0.45,3.21,8.62,0.00
1.00,2.00,0.80,0.60,0.50,5000,275,2806.73,4993,0,0.00,0,0.00,3.21,7.54,3.33
1.00,2.00,0.80,0.60,0.75,5000,275,2806.73,4993,0,0.00,0,0.00,3.21,7.54,3.33
1.00,2.00,0.80,0.80,0.50,5000,317,2986.40,4946,0,0.00,0,0.93,3.36,7.19,0.00
1.00,2.00,0.80,0.80,0.75,5000,317,2986.40,4946,0,0.00,0,0.93,3.36,7.19,0.00
1.00,2.00,0.80,0.90,0.50,5000,274,2840.07,4920,0,0.00,0,0.71,3.40,7.20,0.00
1.00,2.00,0.80,0.90,0.75,5000,274,2840.07,4920,0,0.00,0,0.71,3.40,7.20,0.00
1.00,2.00,0.80,0.10,1.00,5000,313,3006.53,4955,0,0.00,0,0.00,3.49,8.90,3.33
1.00,2.00,0.80,0.20,0.50,5000,1035,3434.30,4968,0,0.00,0,0.71,3.52,7.47,0.00
1.00,2.00,0.80,0.20,0.75,5000,1035,3434.30,4968,0,0.00,0,0.71,3.52,7.47,0.00
1.00,2.00,0.80,0.10,0.25,5000,916,2989.00,4858,0,0.00,0,0.00,3.55,8.85,3.33
1.00,2.00,0.80,0.40,0.50,5000,189,3038.70,4975,0,0.00,0,0.45,3.68,7.95,0.00
1.00,2.00,0.80,0.40,0.75,5000,189,3038.70,4975,0,0.00,0,0.45,3.68,7.95,0.00
