Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.90,5000,1978,3676.00,4912,0,0.00,0,0.82,2.37,7.33,0.00
1.00,2.00,0.80,0.10,5000,2186,3638.50,4749,0,0.00,0,0.48,2.99,5.50,0.00
1.00,2.00,0.80,0.40,5000,1301,2976.00,4833,0,0.00,0,0.82,3.08,7.69,0.00
1.00,2.00,0.80,0.70,5000,598,3012.00,4892,0,0.00,0,0.60,3.15,6.62,0.00
1.00,2.00,0.80,0.50,5000,786,3194.90,4676,0,0.00,0,0.82,3.26,8.02,0.00
1.00,2.00,0.80,1.00,5000,1159,2719.30,4690,0,0.00,0,0.22,3.61,6.62,0.00
1.00,2.00,0.80,0.60,5000,657,3051.70,4924,0,0.00,0,0.81,3.65,6.98,0.00
1.00,2.00,0.80,0.80,5000,1381,3567.40,4974,0,0.00,0,1.36,3.77,6.26,0.00
1.00,2.00,0.80,0.00,5000,471,3712.00,4991,0,0.00,0,0.00,3.78,9.31,10.00
1.00,2.00,0.80,0.30,5000,745,2845.10,4956,0,0.00,0,1.37,3.98,8.27,0.00
1.00,2.00,0.80,0.20,5000,955,3433.30,4978,0,0.00,0,0.24,4.00,9.82,0.00
