Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,1.00,100,31,66.37,99,0,0.00,0,0.00,1.92,5.36,3.33
1.00,2.00,0.80,0.60,100,22,61.83,98,0,0.00,0,0.00,2.10,5.36,6.67
1.00,2.00,0.80,0.90,100,27,64.63,99,0,0.00,0,0.00,2.26,6.34,6.67
1.00,2.00,0.80,0.70,100,23,67.83,98,0,0.00,0,0.00,2.31,5.42,3.33
1.00,2.00,0.80,0.80,100,28,62.53,99,0,0.00,0,0.00,2.59,5.42,3.33
1.00,2.00,0.80,0.20,100,22,66.87,99,0,0.00,0,0.26,2.64,6.27,0.00
1.00,2.00,0.80,0.40,100,24,64.70,98,0,0.00,0,0.00,2.77,8.37,3.33
1.00,2.00,0.80,0.50,100,23,55.97,98,0,0.00,0,0.00,2.93,8.24,6.67
1.00,2.00,0.80,0.30,100,19,65.70,96,0,0.00,0,0.00,2.94,7.12,3.33
1.00,2.00,0.80,0.00,100,29,68.63,97,0,0.00,0,0.00,3.21,6.54,6.67
1.00,2.00,0.80,0.10,100,23,68.13,98,0,0.00,0,0.39,3.80,7.19,0.00
