Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.80,100,24,65.03,99,0,0.00,0,0.13,1.75,4.58,0.00
1.00,2.00,0.80,0.40,100,25,64.87,99,0,0.00,0,0.00,1.94,5.69,3.33
1.00,2.00,0.80,0.70,100,24,64.47,98,0,0.00,0,0.13,2.36,5.49,0.00
1.00,2.00,0.80,0.50,100,22,61.60,97,0,0.00,0,0.00,2.37,6.86,3.33
1.00,2.00,0.80,0.90,100,25,63.57,99,0,0.00,0,0.00,2.40,5.69,3.33
1.00,2.00,0.80,0.10,100,19,67.07,96,0,0.00,0,0.00,2.70,6.34,6.67
1.00,2.00,0.80,0.60,100,17,65.73,97,0,0.00,0,0.39,2.89,7.58,0.00
1.00,2.00,0.80,1.00,100,19,60.70,97,0,0.00,0,0.13,2.92,7.97,0.00
1.00,2.00,0.80,0.30,100,20,64.87,98,0,0.00,0,0.00,2.95,6.99,3.33
1.00,2.00,0.80,0.20,100,24,64.23,98,0,0.00,0,0.00,3.01,7.19,6.67
1.00,2.00,0.80,0.00,100,29,68.63,97,0,0.00,0,0.00,3.21,6.54,6.67
