Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.20,100,24,61.67,96,0,0.00,0,0.00,2.74,8.63,6.67
1.00,2.00,0.80,0.40,100,23,73.30,99,0,0.00,0,0.00,3.09,6.47,6.67
1.00,2.00,0.80,0.00,100,29,68.63,97,0,0.00,0,0.00,3.21,6.54,6.67
1.00,2.00,0.80,0.30,100,25,67.67,99,0,0.00,0,0.00,3.42,6.99,3.33
1.00,2.00,0.80,0.10,100,45,76.17,99,0,0.00,0,0.72,3.44,8.56,0.00
1.00,2.00,0.80,0.70,100,25,65.80,99,0,0.00,0,0.00,3.50,9.02,20.00
1.00,2.00,0.80,0.60,100,22,67.83,99,0,0.00,0,0.00,3.58,9.08,10.00
1.00,2.00,0.80,0.50,100,22,63.97,99,0,0.00,0,0.00,3.58,7.06,3.33
1.00,2.00,0.80,1.00,100,25,66.87,99,0,0.00,0,0.00,3.65,8.10,6.67
1.00,2.00,0.80,0.80,100,29,67.70,95,0,0.00,0,0.00,3.70,8.82,16.67
1.00,2.00,0.80,0.90,100,20,66.87,99,0,0.00,0,0.00,4.21,8.76,3.33
