Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
cycle-cover-msa-patching,1.00,2.00,0.80,0.30,2100,65,389.10,2026,239207,21357564.00,546818,0.00,0.08,0.09,6.00
baseline,1.00,2.00,0.80,0.00,2100,37,326.58,2029,257382,24448383.00,621507,0.00,0.09,0.28,4.00
msa-heuristic,1.00,2.00,0.80,0.70,2100,42,462.62,2010,171304,22724251.00,584948,0.00,0.10,0.33,6.00
cycle-cover,1.00,2.00,0.80,0.60,2100,127,564.60,2038,275836,18081774.00,546935,0.09,0.10,0.33,0.00
