Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
cycle-cover,1.00,2.00,0.80,0.80,5000,0,15.90,148,0,0.00,0,0.00,0.00,0.00,100.00
msa-heuristic,1.00,2.00,0.80,0.90,5000,0,30.06,638,0,0.00,0,0.00,0.00,0.02,94.00
baseline,1.00,2.00,0.80,0.00,5000,0,28.74,122,0,0.00,0,0.00,0.00,0.07,92.00
cycle-cover-msa-patching,1.00,2.00,0.80,0.70,5000,1,30.70,679,0,0.00,0,0.00,0.00,0.04,98.00
