Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
baseline,1.00,2.00,0.80,0.00,500,54,297.86,489,0,0.00,0,0.00,3.93,5.45,2.00
cycle-cover,1.00,2.00,0.80,0.80,500,53,288.94,499,0,0.00,0,0.08,3.99,5.22,0.00
cycle-cover-msa-patching,1.00,2.00,0.80,0.70,500,95,301.54,476,0,0.00,0,0.15,4.07,5.45,0.00
msa-heuristic,1.00,2.00,0.80,0.90,500,64,288.40,495,0,0.00,0,0.15,4.28,5.45,0.00
