Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
msa-support,1.00,2.00,0.80,0.90,5000,148,2513.46,4946,0,0.00,0,1.12,5.53,12.56,0.00
cycle-cover,1.00,2.00,0.80,0.80,5000,122,2001.16,4747,0,0.00,0,3.12,5.64,8.73,0.00
baseline,1.00,2.00,0.80,0.00,5000,104,2410.32,4990,0,0.00,0,1.12,6.51,11.54,0.00
