Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
cycle-cover-msa-patching,1.00,2.00,0.80,0.30,1980,30,118.82,624,9513,3275933.00,195264,0.00,0.23,0.84,72.00
msa-heuristic,1.00,2.00,0.80,0.70,1980,30,168.50,948,9293,4027674.00,211185,0.00,0.26,0.84,66.00
baseline,1.00,2.00,0.80,0.00,1980,56,315.68,1942,12977,5937530.00,208641,0.00,0.41,1.14,44.00
cycle-cover,1.00,2.00,0.80,0.60,1980,26,314.70,1807,12360,5325655.00,181261,0.00,0.45,1.14,44.00
