Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
strict-msa,1.00,2.00,0.80,0.40,1980,210,995.82,1963,0,0.00,0,0.34,2.40,5.54,0.00
rooted-msa,1.00,2.00,0.80,0.30,1980,126,1323.44,1950,0,0.00,0,0.36,3.26,7.88,0.00
baseline,1.00,2.00,0.80,0.00,1980,136,991.68,1925,0,0.00,0,0.66,3.36,8.38,0.00
cycle-cover,1.00,2.00,0.80,0.90,1980,620,1607.16,1969,0,0.00,0,1.09,3.55,5.93,0.00
cycle-cover-msa-patching,1.00,2.00,0.80,0.90,1980,102,1351.86,1975,0,0.00,0,2.82,8.49,10.68,0.00
cycle-cover-patching,1.00,2.00,0.80,1.00,1980,9,826.64,1958,0,0.00,0,5.77,8.89,9.79,0.00
